id,year,course name,status,room assignment
2783966,1,english,allowed,Large room
2783967,2,english,allowed,Large room
2783973,4,punjabi,not allowed,not assigned
2783979,1,full time,not allowed,not assigned
2783990,4,physical edu.,not allowed,not assigned
2784019,1,bpt,not allowed,not assigned
2784020,2,bpt,not allowed,not assigned
2784021,3,bpt,not allowed,not assigned
2784022,4,bpt,not allowed,not assigned
2784027,1,mangement,not allowed,not assigned
2784028,2,mangement,not allowed,not assigned
2784029,3,mangement,not allowed,not assigned
2784088,1,bzc,allowed,Small room
2784089,2,bzc,allowed,Small room
2784090,3,bzc,allowed,Small room
2784108,1,zoology,allowed,Medium room
2784109,2,zoology,allowed,Medium room
2784136,1,coumputer science,allowed,Medium room
2784137,2,coumputer science,allowed,Medium room
2784138,3,coumputer science,allowed,Medium room
2784154,1,commerce,allowed,Auditorium
2784155,2,commerce,allowed,Auditorium
2784162,1,chemistry,allowed,Medium room
2784163,2,chemistry,allowed,Medium room
2784164,3,chemistry,allowed,Medium room
2784175,1,maths,allowed,Small room
2784176,2,maths,allowed,Small room
2784203,1,zoology,allowed,Medium room
2784204,2,zoology,allowed,Medium room
2784233,1,computer science,allowed,Medium room
2784234,2,computer science,allowed,Medium room
2784241,4,hindi,allowed,Small room
2784360,1,b.ed.,not allowed,not assigned
2784361,2,b.ed.,not allowed,not assigned
2784397,1,power systems engineering,not allowed,not assigned
2784398,2,power systems engineering,not allowed,not assigned
2784407,1,computer integrated manufacturing,not allowed,not assigned
2784408,2,computer integrated manufacturing,not allowed,not assigned
2784411,1,automobile engineering,not allowed,not assigned
2784412,2,automobile engineering,not allowed,not assigned
2784435,1,chemical engineering,allowed,Medium room
2784436,2,chemical engineering,allowed,Medium room
2784437,3,chemical engineering,allowed,Medium room
2784438,4,chemical engineering,allowed,Medium room
2784465,1,m.sc chemistry(analytical chemistry),not allowed,not assigned
2784466,2,m.sc chemistry(analytical chemistry),not allowed,not assigned
2784491,1,if,not allowed,not assigned
2784492,2,if,not allowed,not assigned
2784493,3,if,not allowed,not assigned
2784515,1,arts,allowed,Auditorium
2784516,2,arts,allowed,Auditorium
2784517,3,arts,allowed,Auditorium
2784531,1,arts,allowed,Auditorium
2784532,2,arts,allowed,Auditorium
